gpu_code,processor,processor_manufacturer,brand,memory,memory_type
457,Radeon HD 7750,AMD,PowerColor,2.0,GDDR3
458,Radeon HD 7750,AMD,PowerColor,2.0,GDDR5
459,Radeon HD 7750,AMD,PowerColor,4.0,GDDR3
460,Radeon HD 7750,AMD,Sapphire,1.0,GDDR5
461,Radeon HD 7750,AMD,Sapphire,2.0,GDDR3
462,Radeon HD 7750,AMD,VisionTek,1.0,GDDR5
463,Radeon HD 7750,AMD,VisionTek,2.0,GDDR5
464,Radeon HD 7750,AMD,XFX,1.0,GDDR5
465,Radeon HD 7750,AMD,XFX,2.0,GDDR3
466,Radeon HD 7770,AMD,Asus,1.0,GDDR5
467,Radeon HD 7770,AMD,Asus,2.0,GDDR5
468,Radeon HD 7770,AMD,Diamond,1.0,GDDR5
469,Radeon HD 7770,AMD,Gigabyte,1.0,GDDR5
470,Radeon HD 7770,AMD,HIS,1.0,GDDR5
471,Radeon HD 7770,AMD,MSI,1.0,GDDR5
472,Radeon HD 7770,AMD,PowerColor,1.0,GDDR5
473,Radeon HD 7770,AMD,Sapphire,1.0,GDDR5
474,Radeon HD 7770,AMD,VisionTek,1.0,GDDR5
475,Radeon HD 7770,AMD,XFX,1.0,GDDR5
476,Radeon HD 7790,AMD,Asus,1.0,GDDR5
477,Radeon HD 7790,AMD,Gigabyte,1.0,GDDR5
478,Radeon HD 7790,AMD,Gigabyte,2.0,GDDR5
479,Radeon HD 7790,AMD,HIS,1.0,GDDR5
480,Radeon HD 7790,AMD,MSI,1.0,GDDR5
481,Radeon HD 7790,AMD,MSI,2.0,GDDR5
482,Radeon HD 7790,AMD,PowerColor,1.0,GDDR5
483,Radeon HD 7790,AMD,Sapphire,1.0,GDDR5
484,Radeon HD 7790,AMD,XFX,1.0,GDDR5
485,Radeon HD 7790,AMD,XFX,2.0,GDDR5
486,Radeon HD 7850,AMD,Asus,1.0,GDDR5
487,Radeon HD 7850,AMD,Asus,2.0,GDDR5
488,Radeon HD 7850,AMD,Diamond,2.0,GDDR5
489,Radeon HD 7850,AMD,Gigabyte,1.0,GDDR5
490,Radeon HD 7850,AMD,Gigabyte,2.0,GDDR5
491,Radeon HD 7850,AMD,HIS,1.0,GDDR5
492,Radeon HD 7850,AMD,HIS,2.0,GDDR5
493,Radeon HD 7850,AMD,HIS,4.0,GDDR5
494,Radeon HD 7850,AMD,HP,2.0,GDDR5
495,Radeon HD 7850,AMD,MSI,1.0,GDDR5
496,Radeon HD 7850,AMD,MSI,2.0,GDDR5
497,Radeon HD 7850,AMD,PowerColor,1.0,GDDR5
498,Radeon HD 7850,AMD,PowerColor,2.0,GDDR5
499,Radeon HD 7850,AMD,Sapphire,1.0,GDDR5
500,Radeon HD 7850,AMD,Sapphire,2.0,GDDR5
501,Radeon HD 7850,AMD,VisionTek,2.0,GDDR5
502,Radeon HD 7850,AMD,XFX,1.0,GDDR5
503,Radeon HD 7850,AMD,XFX,2.0,GDDR5
504,Radeon HD 7870,AMD,Asus,2.0,GDDR5
505,Radeon HD 7870,AMD,Club 3D,2.0,GDDR5
506,Radeon HD 7870,AMD,Diamond,2.0,GDDR5
507,Radeon HD 7870,AMD,Gigabyte,2.0,GDDR5
508,Radeon HD 7870,AMD,HIS,2.0,GDDR5
509,Radeon HD 7870,AMD,HP,2.0,GDDR5
510,Radeon HD 7870,AMD,MSI,2.0,GDDR5
511,Radeon HD 7870,AMD,PowerColor,2.0,GDDR5
512,Radeon HD 7870,AMD,Sapphire,2.0,GDDR5
513,Radeon HD 7870,AMD,VisionTek,2.0,GDDR5
514,Radeon HD 7870,AMD,XFX,2.0,GDDR5
515,Radeon HD 7950,AMD,Asus,3.0,GDDR5
516,Radeon HD 7950,AMD,Gigabyte,3.0,GDDR5
517,Radeon HD 7950,AMD,HIS,3.0,GDDR5
518,Radeon HD 7950,AMD,HP,3.0,GDDR5
519,Radeon HD 7950,AMD,MSI,3.0,GDDR5
520,Radeon HD 7950,AMD,PowerColor,3.0,GDDR5
521,Radeon HD 7950,AMD,Sapphire,3.0,GDDR5
522,Radeon HD 7950,AMD,VisionTek,3.0,GDDR5
523,Radeon HD 7950,AMD,XFX,3.0,GDDR5
524,Radeon HD 7970,AMD,Asus,3.0,GDDR5
525,Radeon HD 7970,AMD,Club 3D,3.0,GDDR5
526,Radeon HD 7970,AMD,Diamond,3.0,GDDR5
527,Radeon HD 7970,AMD,Gigabyte,3.0,GDDR5
528,Radeon HD 7970,AMD,HIS,3.0,GDDR5
529,Radeon HD 7970,AMD,HP,3.0,GDDR5
530,Radeon HD 7970,AMD,MSI,3.0,GDDR5
531,Radeon HD 7970,AMD,PowerColor,3.0,GDDR5
532,Radeon HD 7970,AMD,Sapphire,3.0,GDDR5
533,Radeon HD 7970,AMD,Sapphire,6.0,GDDR5
534,Radeon HD 7970,AMD,VisionTek,3.0,GDDR5
535,Radeon HD 7970,AMD,XFX,3.0,GDDR5
536,Radeon HD 7990,AMD,Asus,6.0,GDDR5
537,Radeon HD 7990,AMD,HIS,6.0,GDDR5
538,Radeon HD 7990,AMD,PowerColor,6.0,GDDR5
539,Radeon HD 7990,AMD,Sapphire,6.0,GDDR5
540,Radeon HD 7990,AMD,XFX,6.0,GDDR5
541,Radeon Pro Duo,AMD,AMD,32.0,GDDR5
542,Radeon Pro Duo,AMD,Sapphire,8.0,HBM
543,Radeon Pro Duo,AMD,XFX,8.0,HBM
544,Radeon Pro SSG,AMD,AMD,16.0,HBM2
545,Radeon Pro WX 2100,AMD,AMD,2.0,GDDR5
546,Radeon Pro WX 3100,AMD,AMD,4.0,GDDR5
547,Radeon Pro WX 4100,AMD,AMD,4.0,GDDR5
548,Radeon Pro WX 5100,AMD,AMD,8.0,GDDR5
549,Radeon Pro WX 7100,AMD,AMD,8.0,GDDR5
550,Radeon Pro WX 9100,AMD,AMD,16.0,HBM2
551,Radeon R5 230,AMD,Asus,1.0,GDDR3
552,Radeon R5 230,AMD,Asus,2.0,GDDR3
553,Radeon R5 230,AMD,Club 3D,1.0,GDDR3
554,Radeon R5 230,AMD,Diamond,1.0,GDDR3
555,Radeon R5 230,AMD,Gigabyte,1.0,GDDR3
556,Radeon R5 230,AMD,MSI,1.0,GDDR3
557,Radeon R5 230,AMD,MSI,2.0,GDDR3
558,Radeon R5 230,AMD,PowerColor,1.0,GDDR3
559,Radeon R5 230,AMD,PowerColor,2.0,GDDR3
560,Radeon R5 230,AMD,Sapphire,1.0,GDDR3
561,Radeon R5 230,AMD,Sapphire,2.0,GDDR3
562,Radeon R5 230,AMD,XFX,1.0,GDDR3
563,Radeon R5 230,AMD,XFX,2.0,GDDR3
564,Radeon R7 240,AMD,Asus,1.0,GDDR3
565,Radeon R7 240,AMD,Asus,2.0,GDDR3
566,Radeon R7 240,AMD,Asus,2.0,GDDR5
567,Radeon R7 240,AMD,Asus,4.0,GDDR3
568,Radeon R7 240,AMD,Asus,4.0,GDDR5
569,Radeon R7 240,AMD,Diamond,1.0,GDDR5
570,Radeon R7 240,AMD,Diamond,2.0,GDDR3
571,Radeon R7 240,AMD,Gigabyte,2.0,GDDR3
572,Radeon R7 240,AMD,HIS,1.0,GDDR5
573,Radeon R7 240,AMD,HIS,2.0,GDDR3
574,Radeon R7 240,AMD,HIS,4.0,GDDR3
575,Radeon R7 240,AMD,MSI,2.0,GDDR3
576,Radeon R7 240,AMD,MSI,4.0,GDDR3
577,Radeon R7 240,AMD,PowerColor,1.0,GDDR3
578,Radeon R7 240,AMD,PowerColor,2.0,GDDR3
579,Radeon R7 240,AMD,PowerColor,4.0,GDDR3
580,Radeon R7 240,AMD,Sapphire,1.0,GDDR3
581,Radeon R7 240,AMD,Sapphire,1.0,GDDR5
582,Radeon R7 240,AMD,Sapphire,2.0,GDDR3
583,Radeon R7 240,AMD,Sapphire,4.0,GDDR3
584,Radeon R7 240,AMD,VisionTek,2.0,GDDR3
585,Radeon R7 240,AMD,VTX3D,2.0,GDDR3
586,Radeon R7 240,AMD,VTX3D,4.0,GDDR3
587,Radeon R7 240,AMD,XFX,1.0,GDDR3
588,Radeon R7 240,AMD,XFX,2.0,GDDR3
589,Radeon R7 240,AMD,XFX,4.0,GDDR3
590,Radeon R7 250,AMD,Asus,1.0,GDDR5
591,Radeon R7 250,AMD,Asus,2.0,GDDR3
592,Radeon R7 250,AMD,Asus,2.0,GDDR5
593,Radeon R7 250,AMD,Club 3D,1.0,GDDR5
594,Radeon R7 250,AMD,Club 3D,2.0,GDDR3
595,Radeon R7 250,AMD,Diamond,1.0,GDDR5
596,Radeon R7 250,AMD,Gigabyte,1.0,GDDR5
597,Radeon R7 250,AMD,Gigabyte,2.0,GDDR3
598,Radeon R7 250,AMD,Gigabyte,2.0,GDDR5
599,Radeon R7 250,AMD,HIS,1.0,GDDR5
600,Radeon R7 250,AMD,HIS,2.0,GDDR3
601,Radeon R7 250,AMD,MSI,1.0,GDDR5
602,Radeon R7 250,AMD,MSI,2.0,GDDR3
603,Radeon R7 250,AMD,PowerColor,1.0,GDDR5
604,Radeon R7 250,AMD,PowerColor,2.0,GDDR3
605,Radeon R7 250,AMD,PowerColor,2.0,GDDR5
606,Radeon R7 250,AMD,Sapphire,1.0,GDDR5
607,Radeon R7 250,AMD,Sapphire,2.0,GDDR3
608,Radeon R7 250,AMD,Sapphire,2.0,GDDR5
609,Radeon R7 250,AMD,Sapphire,4.0,GDDR3
610,Radeon R7 250,AMD,VisionTek,1.0,GDDR5
611,Radeon R7 250,AMD,VTX3D,2.0,GDDR3
612,Radeon R7 250,AMD,XFX,1.0,GDDR5
613,Radeon R7 250,AMD,XFX,2.0,GDDR3
614,Radeon R7 250,AMD,XFX,4.0,GDDR3
615,Radeon R7 250E,AMD,Sapphire,1.0,GDDR5
616,Radeon R7 250E,AMD,Sapphire,2.0,GDDR5
617,Radeon R7 250E,AMD,Sapphire,4.0,GDDR3
618,Radeon R7 250X,AMD,Asus,1.0,GDDR5
619,Radeon R7 250X,AMD,Asus,2.0,GDDR5
620,Radeon R7 250X,AMD,Gigabyte,1.0,GDDR5
621,Radeon R7 250X,AMD,Gigabyte,2.0,GDDR5
622,Radeon R7 250X,AMD,HIS,1.0,GDDR5
623,Radeon R7 250X,AMD,MSI,1.0,GDDR5
624,Radeon R7 250X,AMD,MSI,2.0,GDDR5
625,Radeon R7 250X,AMD,PowerColor,1.0,GDDR5
626,Radeon R7 250X,AMD,PowerColor,2.0,GDDR5
627,Radeon R7 250X,AMD,Sapphire,1.0,GDDR5
628,Radeon R7 250X,AMD,XFX,1.0,GDDR5
629,Radeon R7 250X,AMD,XFX,2.0,GDDR3
630,Radeon R7 250X,AMD,XFX,2.0,GDDR5
631,Radeon R7 260,AMD,Asus,1.0,GDDR5
632,Radeon R7 260,AMD,MSI,1.0,GDDR5
633,Radeon R7 260X,AMD,Asus,1.0,GDDR5
634,Radeon R7 260X,AMD,Asus,2.0,GDDR5
635,Radeon R7 260X,AMD,Club 3D,2.0,GDDR5
636,Radeon R7 260X,AMD,Gigabyte,1.0,GDDR5
637,Radeon R7 260X,AMD,Gigabyte,2.0,GDDR5
638,Radeon R7 260X,AMD,HIS,1.0,GDDR5
639,Radeon R7 260X,AMD,HIS,2.0,GDDR5
640,Radeon R7 260X,AMD,MSI,2.0,GDDR5
641,Radeon R7 260X,AMD,PowerColor,1.0,GDDR5
642,Radeon R7 260X,AMD,PowerColor,2.0,GDDR5
643,Radeon R7 260X,AMD,Sapphire,1.0,GDDR5
644,Radeon R7 260X,AMD,Sapphire,2.0,GDDR5
645,Radeon R7 260X,AMD,VisionTek,2.0,GDDR5
646,Radeon R7 260X,AMD,XFX,1.0,GDDR5
647,Radeon R7 260X,AMD,XFX,2.0,GDDR5
648,Radeon R7 265,AMD,Asus,2.0,GDDR5
649,Radeon R7 265,AMD,Club 3D,2.0,GDDR5
650,Radeon R7 265,AMD,Gigabyte,2.0,GDDR5
651,Radeon R7 265,AMD,MSI,2.0,GDDR5
652,Radeon R7 265,AMD,PowerColor,2.0,GDDR5
653,Radeon R7 265,AMD,Sapphire,2.0,GDDR5
654,Radeon R7 265,AMD,XFX,1.0,GDDR5
655,Radeon R7 265,AMD,XFX,2.0,GDDR5
656,Radeon R7 350,AMD,Gigabyte,2.0,GDDR3
657,Radeon R7 350,AMD,Sapphire,2.0,GDDR5
658,Radeon R7 360,AMD,Asus,2.0,GDDR5
659,Radeon R7 360,AMD,Gigabyte,2.0,GDDR5
660,Radeon R7 360,AMD,HIS,2.0,GDDR5
661,Radeon R7 360,AMD,MSI,2.0,GDDR5
662,Radeon R7 360,AMD,PowerColor,2.0,GDDR5
663,Radeon R7 360,AMD,Sapphire,2.0,GDDR5
664,Radeon R7 360,AMD,VTX3D,2.0,GDDR5
665,Radeon R7 360,AMD,XFX,2.0,GDDR5
666,Radeon R7 370,AMD,Asus,2.0,GDDR5
667,Radeon R7 370,AMD,Asus,4.0,GDDR5
668,Radeon R7 370,AMD,Club 3D,2.0,GDDR5
669,Radeon R7 370,AMD,Gigabyte,2.0,GDDR5
670,Radeon R7 370,AMD,Gigabyte,4.0,GDDR5
671,Radeon R7 370,AMD,MSI,2.0,GDDR5
672,Radeon R7 370,AMD,MSI,4.0,GDDR5
673,Radeon R7 370,AMD,PowerColor,2.0,GDDR5
674,Radeon R7 370,AMD,PowerColor,4.0,GDDR5
675,Radeon R7 370,AMD,Sapphire,2.0,GDDR5
676,Radeon R7 370,AMD,Sapphire,4.0,GDDR5
677,Radeon R7 370,AMD,VisionTek,2.0,GDDR5
678,Radeon R7 370,AMD,VTX3D,2.0,GDDR5
679,Radeon R7 370,AMD,XFX,2.0,GDDR5
680,Radeon R7 370,AMD,XFX,4.0,GDDR5
681,Radeon R9 270,AMD,Asus,2.0,GDDR5
682,Radeon R9 270,AMD,Club 3D,2.0,GDDR5
683,Radeon R9 270,AMD,Gigabyte,2.0,GDDR5
684,Radeon R9 270,AMD,HIS,2.0,GDDR5
685,Radeon R9 270,AMD,MSI,2.0,GDDR5
686,Radeon R9 270,AMD,PowerColor,2.0,GDDR5
687,Radeon R9 270,AMD,Sapphire,2.0,GDDR5
688,Radeon R9 270,AMD,XFX,2.0,GDDR5
689,Radeon R9 270X,AMD,Asus,2.0,GDDR5
690,Radeon R9 270X,AMD,Asus,4.0,GDDR5
691,Radeon R9 270X,AMD,Club 3D,2.0,GDDR5
692,Radeon R9 270X,AMD,Diamond,2.0,GDDR5
